messageTime,currGameStat,gameFlow
01:43:30,"In the top of the 5th inning, Kia Tigers batter Park Jung-woo faced a 1-3 count against Samsung Lions pitcher Lee Seung-min, with two outs and a runner on first base, when Lee threw a 145 km/h fastball resulting in a called strike. Kia Tigers batter 박정우 struck out against Samsung Lions pitcher 이승민, marking the third out in the 5th inning with a 1-3 count.","The Kia Tigers started strong with a two-run single from 윤도현, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, setting the stage for a tense battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but Park Jung-woo struck out swinging against Lee Seung-min’s 145 km/h fastball to end the inning. The game remains deadlocked as the Tigers look to break the tie and regain the lead. Both teams continue to battle fiercely in this closely contested matchup."
01:44:00,There's a TV commercial or a replay on.,"The Kia Tigers started strong with a two-run single from 윤도현, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, setting the stage for a tense battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but Park Jung-woo struck out swinging against Lee Seung-min’s 145 km/h fastball to end the inning. The game remains deadlocked as the Tigers look to break the tie and regain the lead. Both teams continue to battle fiercely in this closely contested matchup."
01:44:30,There's a TV commercial or a replay on.,"The Kia Tigers started strong with a two-run single from 윤도현, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, setting the stage for a tense battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but Park Jung-woo struck out swinging against Lee Seung-min’s 145 km/h fastball to end the inning. The game remains deadlocked as the Tigers look to break the tie and regain the lead. Both teams continue to battle fiercely in this closely contested matchup."
01:45:00,There's a TV commercial or a replay on.,"The Kia Tigers started strong with a two-run single from 윤도현, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, setting the stage for a tense battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but Park Jung-woo struck out swinging against Lee Seung-min’s 145 km/h fastball to end the inning. The game remains deadlocked as the Tigers look to break the tie and regain the lead. Both teams continue to battle fiercely in this closely contested matchup."
01:45:30,"In the top of the 5th inning, Samsung Lions’ second batter, 김성윤, stepped up to the plate against Kia Tigers’ pitcher 네일 with no balls or strikes and no runners on base.","The Kia Tigers took an early lead with a two-run single from 윤도현, but the Samsung Lions responded to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit evened the score at 4-4, intensifying the contest. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but Park Jung-woo struck out to end the inning, keeping the game tied. Now, in the bottom of the fifth, Samsung’s 김성윤 is up to bat with no balls or strikes and no runners on base, as the Lions look to seize the advantage. The game remains a tightly fought battle with both teams eager to break the deadlock."
01:46:00,"In the top of the 5th inning, Samsung Lions’ batter Kim Seong-yoon faced Kia Tigers’ pitcher Neil and took a changeup pitch for ball one, making the count 1-0 with no runners on base and no outs. In the top of the 5th inning, Samsung Lions batter Kim Sung-yoon faced Kia Tigers pitcher Neil and fouled off the second pitch, a 147 km/h two-seam fastball, bringing the count to one ball and one strike with no runners on base and no outs.","The Kia Tigers jumped to an early 2-0 lead thanks to 윤도현’s two-run single, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, setting the stage for a tense battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but the inning ended with a strikeout, keeping the score even. Now, in the bottom of the fifth, Samsung’s 김성윤 is at the plate, working a 1-1 count against Kia’s pitcher Neil with no runners on base and no outs. The game remains deadlocked as both teams look to gain the upper hand."
01:46:30,"In the top of the 5th inning, Kia Tigers' pitcher 네일 delivered a 148 km/h two-seam fastball resulting in the third strike against Samsung Lions' batter 김성윤, with the count at one ball and two strikes and no runners on base.","The Kia Tigers took an early 2-0 lead with 윤도현’s two-run single, but the Samsung Lions rallied to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit evened the score at 4-4, intensifying the contest. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning without further damage. Now in the bottom of the fifth, Samsung’s 김성윤 faced Kia’s pitcher Neil and struck out on a 1-2 count with no runners on base. The game remains tied at 4-4 as both teams continue to battle for control."
01:47:00,"In the top of the 5th inning, Samsung Lions batter Kim Sung-yoon faced Kia Tigers pitcher Neil and fouled off a 149 km/h two-seam fastball, bringing the count to one ball and two strikes with no runners on base and no outs.","The Kia Tigers jumped out to an early 2-0 lead thanks to 윤도현’s two-run single, but the Samsung Lions fought back to take a 4-3 lead by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, setting the stage for a tightly contested battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning without further scoring. Now in the bottom of the fifth, Samsung’s 김성윤 is battling Kia’s pitcher Neil, having just fouled off a 149 km/h fastball to bring the count to 1-2 with no runners on and no outs. The game remains deadlocked at 4-4 as both teams vie for the upper hand."
01:47:30,"In the top of the 5th inning, Samsung Lions batter Kim Sung-yoon faced Kia Tigers pitcher Neil with a 2-2 count and took a slider pitch for ball four. Samsung Lions batter 김성윤 faced a 2-2 count and swung at the sixth pitch, a 134 km/h slider from Kia Tigers pitcher 네일. Samsung Lions’ batter 김성윤 grounded out to the pitcher, who threw to the first baseman for the out, marking the first out of the inning.","The Kia Tigers took an early 2-0 lead with 윤도현’s two-run single, but the Samsung Lions rallied to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit evened the score at 4-4, intensifying the contest. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning without additional runs. Now batting in the bottom of the fifth, Samsung’s 김성윤 battled Kia’s pitcher Neil, ultimately grounding out to the pitcher for the first out. The game remains tied at 4-4 as Samsung looks to break the deadlock."
01:48:00,"In the top of the 5th inning, Samsung Lions batter Kim Sung-yoon faced Kia Tigers pitcher Neil with a 2-2 count and took a slider pitch for ball four. Samsung Lions batter 김성윤 faced a 2-2 count and swung at the sixth pitch, a 134 km/h slider from Kia Tigers pitcher 네일. Samsung Lions batter 김성윤 grounded out to the pitcher, who threw to the first baseman for the out, marking the first out of the inning.","The Kia Tigers jumped to an early 2-0 lead thanks to 윤도현’s two-run single, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, setting the stage for a tightly contested battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning scoreless. Now in the bottom of the fifth, Samsung’s 김성윤 battled Kia’s pitcher Neil, ultimately grounding out to the pitcher for the first out. The game remains deadlocked at 4-4 as Samsung looks to seize the lead."
01:48:30,"In the top of the 5th inning, Samsung Lions’ third batter, Gu Ja-wook, stepped up to the plate against Kia Tigers’ pitcher Neil with one out and no runners on base. In the top of the 5th inning, Kia Tigers' pitcher Nail threw a 140 km/h changeup ball to Samsung Lions' batter Gu Ja-wook, resulting in a ball count of 1-0 with one out and no runners on base.","The Kia Tigers took an early 2-0 lead with 윤도현’s two-run single, but the Samsung Lions rallied to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit evened the score at 4-4, setting up a close contest. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning without any runs. Now in the bottom of the fifth, Samsung’s 김성윤 grounded out to the pitcher for the first out, and Gu Ja-wook is currently at bat facing Kia’s pitcher Neil with a 1-0 count. The game remains tied at 4-4 as Samsung looks to break the deadlock."
01:49:00,"In the top of the 5th inning, Samsung Lions’ batter Gu Ja-wook faced Kia Tigers’ pitcher Neil and fouled off a 141 km/h changeup, bringing the count to one ball and one strike with one out. In the 5th inning, Samsung Lions batter Gu Ja-wook faced Kia Tigers pitcher Neil and hit a foul ball on the third pitch, bringing the count to one ball and two strikes with one out and no runners on base.","The Kia Tigers jumped to an early 2-0 lead thanks to 윤도현’s two-run single, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, setting the stage for a tight battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning scoreless. Now in the bottom of the fifth, Samsung’s 김성윤 grounded out for the first out, and Gu Ja-wook is battling Kia’s pitcher Neil with a 1-2 count after fouling off multiple pitches. The game remains deadlocked at 4-4 as Samsung looks to seize the lead."
01:49:30,"In the top of the 5th inning, Samsung Lions batter Gu Ja-wook faced a changeup pitch at 141 km/h from Kia Tigers pitcher Neil, with a count of one ball and two strikes and one out in the inning. Samsung Lions’ batter 구자욱 grounded out to the second baseman, who threw to first base for a double play, resulting in the second out of the inning.","The Kia Tigers took an early 2-0 lead with 윤도현’s two-run single, but the Samsung Lions rallied to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit evened the score at 4-4, setting up a tense contest. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning without further scoring. Now in the bottom of the fifth, Samsung’s 김성윤 grounded out for the first out, and Gu Ja-wook followed with a groundout to second base, resulting in a double play and the second out. The game remains tied at 4-4 as Samsung tries to break the deadlock."
01:50:00,"In the top of the 5th inning, with two outs and no runners on base, Diaz of the Samsung Lions stepped up as the fourth batter against Kia Tigers pitcher Neil. In the top of the 5th inning, Samsung Lions' batter Diaz faced a 135 km/h slider from Kia Tigers' pitcher Neil, resulting in a ball and a 1-0 count with two outs and no runners on base.","The Kia Tigers jumped to an early 2-0 lead thanks to 윤도현’s two-run single, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, creating a tightly contested matchup. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning without additional runs. Now in the bottom of the fifth, Samsung’s 김성윤 and Gu Ja-wook were quickly retired, including a double play, leaving the game tied at 4-4. As the inning continues, Diaz steps up to bat against Kia’s Neil, looking to ignite a rally for the Lions."
01:50:30,"In the top of the 5th inning, Samsung Lions batter Díaz faced Kia Tigers pitcher Neil, who threw a 135 km/h slider resulting in a called strike, bringing the count to one ball and one strike with two outs and no runners on base.","The Kia Tigers took an early 2-0 lead with 윤도현’s two-run single, but the Samsung Lions rallied to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit evened the score at 4-4, setting up a close battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning without further damage. Now in the bottom of the fifth, the Lions quickly lost 김성윤 and Gu Ja-wook, including a double play, keeping the game tied. Díaz is currently at bat against Kia’s Neil, with the count at one ball and one strike, as the Lions look to spark a rally."
01:51:00,"In the top of the 5th inning, Samsung Lions batter Díaz faced Kia Tigers pitcher Neil and took a slider at 135 km/h for a called third strike, bringing the count to one ball and two strikes with two outs and no runners on base. In the top of the 5th inning, Samsung Lions batter Díaz faced Kia Tigers pitcher Neil and took a 149 km/h fastball for ball four, bringing the count to 2-2 with two outs and no runners on base.","The Kia Tigers jumped to an early 2-0 lead thanks to 윤도현’s two-run single, but the Samsung Lions fought back to take a 4-3 lead by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, setting the stage for a tight contest. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning without further scoring. Now in the bottom of the fifth, the Lions quickly lost 김성윤 and Gu Ja-wook, including a double play, keeping the game tied. Díaz is currently at the plate against Kia’s Neil, working a full count with two outs as the Lions seek to ignite a rally."
01:51:30,"In the top of the 5th inning, Samsung Lions batter Díaz took a swing and missed on the fifth pitch, a 136 km/h slider from Kia Tigers pitcher Neil, with a full count of 2 balls and 3 strikes and two outs. Samsung Lions’ batter Diaz struck out against Kia Tigers’ pitcher Neil, resulting in the third out of the 5th inning.","The Kia Tigers took an early 2-0 lead with 윤도현’s two-run single, but the Samsung Lions rallied to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit evened the score at 4-4, setting up a close battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning without additional runs. Now in the bottom of the fifth, the Lions quickly lost 김성윤 and Gu Ja-wook, including a double play, stalling their chance to score. Díaz, the last hope for a rally, struck out swinging against Kia’s Neil to end the inning, leaving the game tied heading into the sixth."
01:52:00,There's a TV commercial or a replay on.,"The Kia Tigers took an early 2-0 lead with 윤도현’s two-run single, but the Samsung Lions rallied to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit evened the score at 4-4, setting up a close battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning without additional runs. Now in the bottom of the fifth, the Lions quickly lost 김성윤 and Gu Ja-wook, including a double play, stalling their chance to score. Díaz, the last hope for a rally, struck out swinging against Kia’s Neil to end the inning, leaving the game tied heading into the sixth."
01:52:30,There's a TV commercial or a replay on.,"The Kia Tigers took an early 2-0 lead with 윤도현’s two-run single, but the Samsung Lions rallied to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit evened the score at 4-4, setting up a close battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning without additional runs. Now in the bottom of the fifth, the Lions quickly lost 김성윤 and Gu Ja-wook, including a double play, stalling their chance to score. Díaz, the last hope for a rally, struck out swinging against Kia’s Neil to end the inning, leaving the game tied heading into the sixth."
01:53:00,There's a TV commercial or a replay on.,"The Kia Tigers took an early 2-0 lead with 윤도현’s two-run single, but the Samsung Lions rallied to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit evened the score at 4-4, setting up a close battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning without additional runs. Now in the bottom of the fifth, the Lions quickly lost 김성윤 and Gu Ja-wook, including a double play, stalling their chance to score. Díaz, the last hope for a rally, struck out swinging against Kia’s Neil to end the inning, leaving the game tied heading into the sixth."
01:53:30,There's a TV commercial or a replay on.,"The Kia Tigers took an early 2-0 lead with 윤도현’s two-run single, but the Samsung Lions rallied to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit evened the score at 4-4, setting up a close battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning without additional runs. Now in the bottom of the fifth, the Lions quickly lost 김성윤 and Gu Ja-wook, including a double play, stalling their chance to score. Díaz, the last hope for a rally, struck out swinging against Kia’s Neil to end the inning, leaving the game tied heading into the sixth."
01:54:00,There's a TV commercial or a replay on.,"The Kia Tigers took an early 2-0 lead with 윤도현’s two-run single, but the Samsung Lions rallied to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit evened the score at 4-4, setting up a close battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning without additional runs. Now in the bottom of the fifth, the Lions quickly lost 김성윤 and Gu Ja-wook, including a double play, stalling their chance to score. Díaz, the last hope for a rally, struck out swinging against Kia’s Neil to end the inning, leaving the game tied heading into the sixth."
01:54:30,There's a TV commercial or a replay on.,"The Kia Tigers took an early 2-0 lead with 윤도현’s two-run single, but the Samsung Lions rallied to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit evened the score at 4-4, setting up a close battle. In the top of the fifth, Kia’s Kim Tae-gun reached base with two outs, but a strikeout ended the inning without additional runs. Now in the bottom of the fifth, the Lions quickly lost 김성윤 and Gu Ja-wook, including a double play, stalling their chance to score. Díaz, the last hope for a rally, struck out swinging against Kia’s Neil to end the inning, leaving the game tied heading into the sixth."
01:55:00,"In the top of the 6th inning, Kia Tigers' leadoff batter Park Chan-ho stepped up to bat against Samsung Lions' pitcher Lee Seung-min with no balls or strikes and no runners on base, as the score remained tied at 4-4.","The Kia Tigers initially took a 2-0 lead thanks to 윤도현’s two-run single, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, leading to a tightly contested battle. In the bottom of the fifth, the Lions’ rally was stifled by a double play and a strikeout, keeping the score deadlocked. Now, in the top of the sixth, the Kia Tigers have the bases empty with Park Chan-ho leading off against Lee Seung-min, looking to break the tie. The game remains evenly poised as both teams seek to gain the upper hand."
01:55:30,"In the top of the 6th inning, the Samsung Lions, who are fielding, replaced their pitcher with Kim Tae-hoon as the Kia Tigers, the batting team, prepared to face batter Park Chan-ho. Kia Tigers’ batter 박찬호 faced a 146 km/h fastball from Samsung Lions’ pitcher 김태훈, resulting in a called strike for the first pitch of the at-bat. Kia Tigers batter 박찬호 faced a 146 km/h fastball from Samsung Lions pitcher 김태훈, resulting in a second strike with no runners on base and no outs in the 6th inning.","The Kia Tigers opened the game with a 2-0 lead thanks to 윤도현’s two-run single, but the Samsung Lions rallied to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit evened the score at 4-4, and a double play and strikeout in the bottom of the fifth kept the game tied. Now in the top of the sixth, the Kia Tigers are looking to break the deadlock with Park Chan-ho leading off against new Lions pitcher Kim Tae-hoon. Park has already fallen behind 0-2 in the count after two fastballs, with no runners on base and no outs. The game remains tightly contested as both teams search for a breakthrough."
01:56:00,"In the top of the 6th inning, Kia Tigers’ batter Park Chan-ho faced Samsung Lions’ pitcher Kim Tae-hoon and took a 146 km/h fastball for ball three, bringing the count to 1-2 with no runners on base and no outs.","The Kia Tigers started strong with 윤도현’s two-run single, but the Samsung Lions fought back to take a 4-3 lead by the fourth inning. 오선우’s hit in the fifth tied the game at 4-4, and a double play and strikeout kept the score deadlocked heading into the sixth. Now, in the top of the sixth, Park Chan-ho of the Kia Tigers is at the plate against new Lions pitcher Kim Tae-hoon. Park has battled back from an 0-2 count to 1-2 after taking a 146 km/h fastball for ball three, with no runners on and no outs. The game remains a tense, evenly matched contest as Kia looks to regain the lead."
01:56:30,"In the top of the 6th inning, Kia Tigers’ batter 박찬호 faced Samsung Lions’ pitcher 김태훈 and swung at the fourth pitch, a 133 km/h forkball, with a count of one ball and two strikes and no runners on base. Kia Tigers batter 박찬호 was retired on a fly out to right field against Samsung Lions pitcher 김태훈, marking the first out of the 6th inning. Kia Tigers’ second batter, 윤도현, stepped up to the plate with no balls and no strikes, facing Samsung Lions’ pitcher 김태훈, with one out and no runners on base in the bottom of the 6th inning.","The Kia Tigers opened the game strongly with 윤도현’s two-run single, but the Samsung Lions responded to take a 4-3 lead by the fourth inning. 오선우’s fifth-inning hit evened the score at 4-4, and a double play followed by a strikeout kept the game tied heading into the sixth. In the top of the sixth, Park Chan-ho battled back to a 1-2 count against new Lions pitcher Kim Tae-hoon but was retired on a fly out to right field for the first out. Now, with one out and no runners on, 윤도현 steps up to the plate looking to continue Kia’s offensive push. The game remains tightly contested as both teams vie for the lead."
01:57:00,"In the top of the 6th inning, Kia Tigers batter 윤도현 faced Samsung Lions pitcher 김태훈 and fouled off the first pitch, a 148 km/h fastball, with a 0-1 count and one out.","The Kia Tigers started strong with 윤도현’s two-run single, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s fifth-inning hit tied the game at 4-4, and a double play followed by a strikeout kept the score deadlocked into the sixth. In the top of the sixth, Park Chan-ho was retired on a fly out to right field for the first out. Now, 윤도현 is at the plate again, fouling off a 148 km/h fastball from 김태훈 with a 0-1 count and one out, as Kia looks to regain the lead in this tightly contested game."
01:57:30,"In the top of the 6th inning, Kia Tigers batter 윤도현 faced Samsung Lions pitcher 김태훈 and fouled off a forkball for strike two with no runners on base and one out. Kia Tigers’ batter 윤도현 faced a 0-2 count and hit a foul ball on the third pitch, a 134 km/h forkball from Samsung Lions’ pitcher 김태훈, with one out and no runners on base in the 6th inning.","The Kia Tigers opened the game strongly with 윤도현’s two-run single, but the Samsung Lions rallied to take a 4-3 lead by the fourth inning. 오선우’s timely hit in the fifth tied the game at 4-4, and both teams held steady through a double play and strikeout in the sixth. Currently, in the top of the sixth inning, 윤도현 is back at the plate for Kia with one out and no runners on base. He has already fouled off two pitches from Samsung’s 김태훈, including a 134 km/h forkball, as Kia looks to break the deadlock. The game remains tightly contested with momentum poised to shift."
01:58:00,"In the top of the 6th inning, Kia Tigers batter 윤도현, facing Samsung Lions pitcher 김태훈, swung and missed on a 129 km/h slider for strike three with no balls and three strikes in the count. Kia Tigers’ batter 윤도현 struck out, resulting in the second out of the sixth inning against Samsung Lions’ pitcher 김태훈.","The Kia Tigers started strong with 윤도현’s two-run single, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s clutch hit in the fifth tied the game at 4-4, and both teams remained locked in through the early sixth inning. Currently, in the top of the sixth, 윤도현 returned to the plate but struck out swinging against 김태훈, marking the second out with no runners on base. The game remains tightly contested, with neither side able to break the deadlock so far. Momentum continues to hang in the balance as the innings progress."
01:58:30,"In the top of the 6th inning, with two outs, Kia Tigers’ third batter Kim Do-young stepped up to the plate against Samsung Lions’ pitcher Kim Tae-hoon, starting his fourth plate appearance with no balls and no strikes and no runners on base. Kia Tigers’ batter 김도영 faced a 145 km/h fastball from Samsung Lions’ pitcher 김태훈, resulting in a ball and a 1-0 count with two outs in the 6th inning.","The Kia Tigers opened the game strongly with 윤도현’s two-run single, but the Samsung Lions rallied to take a 4-3 lead by the fourth inning. 오선우’s timely hit in the fifth tied the game at 4-4, and both teams have battled evenly through the early sixth inning. Currently, in the top of the sixth with two outs and no runners on base, Kia’s 김도영 is at the plate facing 김태훈, trailing 0-1 in the count after a fastball. The game remains deadlocked and tense, with momentum still up for grabs as the Tigers look to regain the lead."
01:59:00,"In the top of the 6th inning, Kia Tigers batter Kim Do-young faced Samsung Lions pitcher Kim Tae-hoon, with a 1-1 count after a 132 km/h forkball resulted in a strike. There are two outs and no runners on base, with the score tied at 4-4.","The Kia Tigers started strong with 윤도현’s two-run single, but the Samsung Lions responded to take a 4-3 lead by the fourth inning. 오선우’s clutch hit in the fifth tied the game at 4-4, and both teams have remained deadlocked through the early sixth. Currently, in the top of the sixth with two outs and no runners on base, Kia’s 김도영 is battling Samsung’s 김태훈, trailing 1-1 in the count after a strike from a 132 km/h forkball. The tension remains high as the Tigers look to break the tie and regain momentum. The game continues to be a tightly contested duel with both sides fighting for control."
01:59:30,"In the top of the 6th inning, Kia Tigers batter Kim Do-young faced Samsung Lions pitcher Kim Tae-hoon and fouled off a 145 km/h fastball, bringing the count to one ball and two strikes with two outs and no runners on base. Kia Tigers batter 김도영 faced a forkball from Samsung Lions pitcher 김태훈, resulting in a foul ball on the fourth pitch of the at-bat with a 1-2 count and two outs in the 6th inning.","The Kia Tigers opened the game strongly with 윤도현’s two-run single, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s timely hit in the fifth evened the score at 4-4, and the game has remained tied into the sixth inning. Currently, in the top of the sixth with two outs and no runners on, Kia’s 김도영 is locked in a tense battle against Samsung’s 김태훈, fouling off multiple pitches to stay alive with a 1-2 count. The Tigers are pressing to break the deadlock, while the Lions aim to maintain their grip on the game. This tightly contested duel continues to showcase strong pitching and clutch hitting from both sides."
02:00:00,"In the top of the 6th inning, Kia Tigers batter Kim Do-young faced a forkball from Samsung Lions pitcher Kim Tae-hoon, resulting in a ball that brought the count to 2 balls and 2 strikes with two outs and no runners on base.","The Kia Tigers started the game strong with 윤도현’s two-run single, but the Samsung Lions responded to take a 4-3 lead by the fourth inning. 오선우’s clutch hit in the fifth tied the game at 4-4, and the score remains deadlocked into the sixth inning. Currently, in the top of the sixth with two outs and no runners on, Kia’s 김도영 is battling Samsung’s 김태훈, now at a 2-2 count after fouling off several pitches. Both teams continue to showcase solid pitching and timely hitting in this tightly contested matchup. The Tigers are eager to break the tie, while the Lions strive to hold their ground."
02:00:30,"In the top of the 6th inning, Kia Tigers batter Kim Do-young faced Samsung Lions pitcher Kim Tae-hoon with a 2-2 count and two outs, hitting a foul on the sixth pitch, a 133 km/h forkball.","The Kia Tigers opened the game with a strong two-run single from 윤도현, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s timely hit in the fifth evened the score at 4-4, and the game remains tied entering the sixth. Currently, in the top of the sixth with two outs and no runners on, Kia’s 김도영 is locked in a 2-2 battle against Samsung’s 김태훈, having just fouled off a 133 km/h forkball. Both teams continue to display solid pitching and clutch hitting in this tightly contested game. The Tigers are pressing to break the deadlock, while the Lions aim to maintain their resilience."
02:01:00,"In the top of the 6th inning, Kia Tigers batter Kim Do-young faced a 2-2 count against Samsung Lions pitcher Kim Tae-hoon and took a seventh pitch, a 128 km/h slider. Kia Tigers batter 김도영 hit a double to the left side of left field, reaching second base with two outs in the 6th inning against Samsung Lions pitcher 김태훈. Kia Tigers’ batter 최형우 was issued an automatic intentional walk by Samsung Lions’ pitcher 김태훈, with runners now on first and second and two outs in the 6th inning.","The Kia Tigers started strong with a two-run single from 윤도현, but the Samsung Lions rallied to lead 4-3 by the fourth inning. 오선우’s clutch hit in the fifth tied the game at 4-4, setting the stage for a tense sixth inning. Currently, with two outs in the top of the sixth, Kia’s 김도영 battled through a full count before doubling to left field, putting runners on second. Samsung responded by intentionally walking 최형우, loading the bases as Kia looks to capitalize and break the deadlock. Both teams continue to showcase strong pitching and timely hitting in this tightly contested matchup."
02:01:30,"In the top of the 6th inning, Kia Tigers batter Kim Do-young faced a 2-2 count against Samsung Lions pitcher Kim Tae-hoon and took a seventh pitch, a 128 km/h slider. Kia Tigers batter 김도영 hit a double to the left side of left field, advancing to second base against Samsung Lions pitcher 김태훈 in the bottom of the 6th inning with two outs. Kia Tigers’ batter 최형우 was issued an automatic intentional walk by Samsung Lions’ pitcher 김태훈, advancing the runner on first to second with two outs in the 6th inning.","The Kia Tigers opened the game with a strong two-run single from 윤도현, but the Samsung Lions fought back to take a 4-3 lead by the fourth inning. 오선우’s timely hit in the fifth inning evened the score at 4-4, setting up a tense sixth inning. Currently, with two outs in the top of the sixth, Kia’s 김도영 worked a full count before doubling to left field, putting runners in scoring position. Samsung’s pitcher 김태훈 then intentionally walked 최형우, loading the bases as Kia looks to seize the opportunity. Both teams continue to battle fiercely, with pitching and clutch hitting keeping the game tightly contested."
02:02:00,"In the top of the 6th inning, Kia Tigers batter Kim Do-young faced a 2-2 count against Samsung Lions pitcher Kim Tae-hoon and took a seventh pitch, a 128 km/h slider. There were two outs and no runners on base at the time. Kia Tigers batter 김도영 hit a double to the left side of left field, advancing to second base against Samsung Lions pitcher 김태훈 in the bottom of the 6th inning with two outs. Kia Tigers’ batter 최형우 was issued an automatic intentional walk by Samsung Lions’ pitcher 김태훈, with runners now on first and second and two outs in the 6th inning.","The Kia Tigers started strong with a two-run single from 윤도현, but the Samsung Lions responded to take a 4-3 lead by the fourth inning. 오선우’s clutch hit in the fifth tied the game at 4-4, setting the stage for a pivotal sixth inning. With two outs in the top of the sixth, Kia’s 김도영 battled through a full count before doubling to left field, putting himself in scoring position. Samsung’s pitcher 김태훈 then intentionally walked 최형우, loading the bases and increasing the pressure. The game remains tightly contested as Kia looks to capitalize on this opportunity."
02:02:30,"In the top of the 6th inning, Kia Tigers batter Kim Do-young faced a 2-2 count against Samsung Lions pitcher Kim Tae-hoon and took a seventh pitch, a 128 km/h slider. Kia Tigers batter 김도영 hit a double to the left side of left field, advancing to second base against Samsung Lions pitcher 김태훈 in the bottom of the 6th inning with two outs and a 2-2 count. Kia Tigers’ batter 최형우 was issued an automatic intentional walk by Samsung Lions’ pitcher 김태훈, with runners now on first and second and two outs in the bottom of the 6th inning.","The Kia Tigers opened the game with a strong two-run single from 윤도현, but the Samsung Lions fought back to lead 4-3 by the fourth inning. 오선우’s timely hit in the fifth tied the game at 4-4, setting up a tense sixth inning. With two outs in the top of the sixth, Kia’s 김도영 worked a full count and doubled to left field, putting himself in scoring position. Samsung’s pitcher 김태훈 then intentionally walked 최형우, loading the bases and increasing the pressure on the Lions’ defense. The game remains deadlocked as Kia looks to seize this critical scoring opportunity."
